Title,URL,Description,Job Levels,Languages,Assessment Length
Salesforce Development (New),https://www.shl.com/solutions/products/product-catalog/view/salesforce-development-new/,"Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 15
SAP ABAP (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-advanced-level-new/,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP concepts like Netweaver applications and Adobe forms.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12
SAP ABAP (Intermediate Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-intermediate-level-new/,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data communication, dialog programming, EDI, ALE, IDOC interface, BADI, BAPI and function module.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
SAP Basis (New),https://www.shl.com/solutions/products/product-catalog/view/sap-basis-new/,"Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration, system administration, monitoring and transport management.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
SAP Business Objects WebI (New),https://www.shl.com/solutions/products/product-catalog/view/sap-business-objects-webi-new/,"Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
SAP BW (Business Warehouse) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-bw-business-warehouse-new/,"Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance tuning and SAP BW/BI integration.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
SAP HCM (Human Capital Management) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hcm-human-capital-management-new/,"Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = TBC
SAP Hybris (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hybris-new/,"Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 20
SAP Materials Management (New),https://www.shl.com/solutions/products/product-catalog/view/sap-materials-management-new/,"Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts, inventory management, invoice verification, split valuation, account determination and integration of materials management with other modules.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
SAP SD (Sales and Distribution) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-sd-sales-and-distribution-new/,"Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing process, order and delivery processing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8
Search Engine Optimization (New),https://www.shl.com/solutions/products/product-catalog/view/search-engine-optimization-new/,"Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12
Selenium (New),https://www.shl.com/solutions/products/product-catalog/view/selenium-new/,"Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks and object repository.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
Shell Scripting (New),https://www.shl.com/solutions/products/product-catalog/view/shell-scripting-new/,"Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.,"Professional Individual Contributor, Graduate, Manager, Mid-Professional,","Korean, Japanese, Thai, Portuguese (Brazil), Portuguese, Chinese Traditional, Indonesian, Russian, Romanian, Polish, Greek, Latin American Spanish, English International, Arabic, Hungarian, Czech, French (Canada), Slovak, Serbian, Turkish, Spanish, Danish, Estonian, Finnish, Latvian, Lithuanian, Norwegian, Swedish, French, German, Italian, Dutch, Chinese Simplified, English (USA),",Approximate Completion Time in minutes = 20
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,"Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using incomplete information.","Graduate, Manager, Mid-Professional, Professional Individual Contributor,","Chinese Traditional, Romanian, Turkish, Polish, Greek, Latin American Spanish, Portuguese (Brazil), Japanese, Hungarian, Czech, French (Canada), Slovak, Serbian, English International, English (USA), German, Italian, Indonesian, Korean, Russian, Arabic, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, French, Dutch, Chinese Simplified, Spanish, Portuguese,",Approximate Completion Time in minutes = 20
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,Assesses how the candidate comprehends numerical information in various formats.,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,","French, German, Italian, Dutch, Chinese Simplified, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, English International, English (USA), Czech, Polish, Latin American Spanish, Spanish, Thai, Japanese, Korean, Portuguese, Portuguese (Brazil), Chinese Traditional, Hungarian, Indonesian, Russian, Romanian, Turkish, French (Canada), Greek, Slovak, Serbian, Arabic,",Approximate Completion Time in minutes = 20
SHL Verify Interactive G+,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-g/,"SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive Reasoning, Inductive Reasoning, and Numerical Reasoning. The candidate will see questions measuring all three abilities. Candidates will receive a score on each of the specific abilities as well as a general ability score. This test is appropriate for all job levels, however it is most relevant for positions that require cognitive ability across a range of specific skills. Completion time is 36 minutes for the test itself, plus 10 minutes for instructions and practice.","Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA), Chinese Traditional, Korean, Serbian, Slovak, Spanish, English International, Danish, Swedish, Norwegian, Finnish, Latvian, Lithuanian, Estonian, Portuguese, Hungarian, Thai, Czech, Polish, Turkish, Portuguese (Brazil), Romanian, Latin American Spanish, Italian, French (Canada), Chinese Simplified, Dutch, German, French, Russian, Indonesian, Greek, Japanese,",Approximate Completion Time in minutes = 36
SHL Verify Interactive Numerical Calculation,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,"The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calculations. The Numerical Calculation test, though it is adaptive, is ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately.","Entry-Level,","English (USA), English International,",Approximate Completion Time in minutes = 10
Siebel Development (New),https://www.shl.com/solutions/products/product-catalog/view/siebel-development-new/,"Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8
Smart Interview Live,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live/,"SHL Live Video Interview is a real-time video interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion.

Language Availability The Candidate and Assessor interface is available in US English, Japanese, Simplified Chinese, Castilian Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Arabic, Greek. The Admin interface is available in US English and Simplified Chinese (CN server).","Entry-Level, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = Variable
Smart Interview Live Coding,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live-coding/,"Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent.

The language availability for the candidate and interviewer interface is English (US), Simplified Chinese, Castilian Spanish, Japanese. Please note that the questions themselves are available as standard in US English only.

The language availability for the admin interface is US English only.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level,","English (USA),",Approximate Completion Time in minutes = Variable
Smart Interview On Demand,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-on-demand/,"Smart Interview On Demand is a recorded (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed.

Availability
The administrator and evaluator interface is available in US English and Simplified Chinese only, as are the standard question banks. However, custom questions can be added or recorded in any language.
The participant interface is available in: Arabic, Brazilian Portuguese, Bulgarian, Canadian French, Chinese, Croatian, Czech, Danish, Dutch, Dutch (Belgium), Estonian, Finnish, French, German, Greek, Hindi, Hungarian, Italian, Indonesian, Japanese, Korean, Latvian, Lithuanian, Malaysian, Mexican Spanish, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Taiwanese Chinese, Thai, Turkish, UK English, Ukrainian, US English, Vietnamese.

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor,","English (USA), Chinese Simplified,",Approximate Completion Time in minutes = Variable
Social Media (New),https://www.shl.com/solutions/products/product-catalog/view/social-media-new/,Multi-choice test that measures the knowledge about the different social media platforms.,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 10
Software Business Analysis,https://www.shl.com/solutions/products/product-catalog/view/software-business-analysis/,"The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers the following topics: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, and User Interface.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 30
SonarQube (New),https://www.shl.com/solutions/products/product-catalog/view/sonarqube-new/,"Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = TBC
Spelling (U.S.) (New),https://www.shl.com/solutions/products/product-catalog/view/spelling-u-s-new/,Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 0
Split Screen Typing Test - Form 1,https://www.shl.com/solutions/products/product-catalog/view/split-screen-typing-test-form-1/,"This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per Minute score: Net Words Per Minute = ((Gross Words Per Minute * Time Taken) - Total Errors) / Time Taken.","Entry-Level,","English (USA), English (Australia), English International,",Approximate Completion Time in minutes = 6
Spring (New),https://www.shl.com/solutions/products/product-catalog/view/spring-new/,"Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
SQL (New),https://www.shl.com/solutions/products/product-catalog/view/sql-new/,"Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
SQL Server (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-new/,"Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 11
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,"Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 15
SQL Server Integration Services (SSIS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-integration-services-ssis-new/,"Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,"Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
Statistical Analysis System (New),https://www.shl.com/solutions/products/product-catalog/view/statistical-analysis-system-new/,Multi-choice test that measures the ability to use the SAS software for statistical analysis.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 11
Struts (New),https://www.shl.com/solutions/products/product-catalog/view/struts-new/,"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 5
SVAR - Spoken English (AUS),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-aus/,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English (USA),",Approximate Completion Time in minutes = -
SVAR - Spoken English (Indian Accent) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English (USA),",Approximate Completion Time in minutes = -
SVAR - Spoken English (U.K.),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-u-k/,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English International,",Approximate Completion Time in minutes = -
SVAR - Spoken English (US) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-us-new/,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English (USA),",Approximate Completion Time in minutes = -
SVAR - Spoken French (Canadian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-canadian-new/,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","French (Canada),",Approximate Completion Time in minutes = -
SVAR - Spoken French (European) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-european-new/,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","French,",Approximate Completion Time in minutes = -
SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","Spanish,",Approximate Completion Time in minutes = -
SVAR - Spoken Spanish (North American) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español.

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","Latin American Spanish,",Approximate Completion Time in minutes = -
Swing (New),https://www.shl.com/solutions/products/product-catalog/view/swing-new/,"Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 4
Tableau (New),https://www.shl.com/solutions/products/product-catalog/view/tableau-new/,"Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8
Telecommunications Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/telecommunications-engineering-new/,"Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 7
Teradata Development (New),https://www.shl.com/solutions/products/product-catalog/view/teradata-development-new/,"Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management, basic extensions, logical expressions, subqueries, SQL optimization, physical database design, table partitioning, query analysis and indexes.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
Time Management (U.S.),https://www.shl.com/solutions/products/product-catalog/view/time-management-u-s/,"This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and covers the following topics: Action Plans, Controlling, Decision Making, Organizing, Planning, Scheduling, Time Usage, and Time Wasters.","Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 15 to 35
Training Development,https://www.shl.com/solutions/products/product-catalog/view/training-development/,"The Training Development test measures knowledge of developing and delivering training programs. Designed for experienced trainers, this test covers the following topics: Analysis Methods, Audience Analysis, Design Materials, Design Strategy, Developing Instructional Materials, General Knowledge, Media, Project Management Plan, Purpose of Training, Training Delivery, and Writing Instructional Objectives.","Front Line Manager, Manager,","English (USA),",Approximate Completion Time in minutes = 15 to 35
Typing (New),https://www.shl.com/solutions/products/product-catalog/view/typing-new/,Typing based test that evaluates typing speed and accuracy.,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 2
UiPath RPA Development (New),https://www.shl.com/solutions/products/product-catalog/view/uipath-rpa-development-new/,"Multi-choice test that measures the knowledge on UiPath architecture, workflows recording, UI interaction, automation, and orchestrator.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8
Universal Competency Framework Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/,The UCF Interview Guide provides a structured way of gathering information about each candidate and their competency potential across the 20 UCF Dimensions. NOTE: Simplified Chinese Guide is available from local office; Portuguese Guide is available from Distributor,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English International, Swedish, German, Finnish,",
Universal Competency Framework Job profiling guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,"The SHL Universal Competency Framework establishes a common language for competencies that underpins SHL’s products and services. It is a single underlying construct framework that provides a rational, consistent and practical basis for the purpose of understanding people’s behaviours at work and the likelihood of being able to succeed in a given role and in a given environment","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English International, Portuguese,",Approximate Completion Time in minutes = Untimed
Universal Competency Framework Profiler Cards (44),https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,"The UCF sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any organisation around the world.","Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","Portuguese (Brazil), Latin American Spanish, French, Chinese Simplified, Icelandic, Lithuanian, Danish, Dutch, English International, Finnish, German, Italian, Norwegian, Portuguese, Spanish, English (USA), Swedish,",Approximate Completion Time in minutes = Untimed
UNIX (New),https://www.shl.com/solutions/products/product-catalog/view/unix-new/,"Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell programming.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9
VB.NET (New),https://www.shl.com/solutions/products/product-catalog/view/vb-net-new/,"Multi-choice test that measures the knowledge on the concepts of VB.NET assemblies, OOPs concepts, ADO.NET, multithreading, exception handling and GUI.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10
Verify - Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/verify-deductive-reasoning/,"The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables organisations to recruit and develop candidates applying for jobs at all levels that require deductive reasoning ability. The Deductive Reasoning Test is a new test in the SHL Verify range of ability tests, and measures the ability to: • draw logical conclusions based on information provided • identify strengths and weaknesses of arguments • complete scenarios using incomplete information The test is 18 minutes long, has 20 items and is designed to provide an indication of how an individual will perform when asked to develop solutions when presented with information and draw sound conclusions from data. This form of reasoning is commonly required to support work and decision-making in many different types of jobs and at many levels. Sample tasks for jobs that may require deductive reasoning include, but are not limited to: • evaluate arguments • analyse scenarios • draw logical conclusions","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Arabic, French (Canada), Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, English International, Italian, Japanese, Korean, Latin American Spanish, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Spanish, Swedish, Thai, Turkish, English (USA), Norwegian,",Approximate Completion Time in minutes = 20
Verify - Following Instructions,https://www.shl.com/solutions/products/product-catalog/view/verify-following-instructions/,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,"Entry-Level,","Latin American Spanish, Arabic, Chinese Simplified, German, French, Italian, Dutch, English (USA), English International,",Approximate Completion Time in minutes = 8
Fundamentals of Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-chemistry-new/,"Multi-choice test that measures the knowledge of physical chemistry, inorganic chemistry and organic chemistry.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8
Fundamentals of Physics (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-physics-new/,"Multi-choice test that measures the knowledge of classical mechanics, Newton's laws of motion, electromagnetism, EM waves, thermodynamics and modern physics.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8
General Diseases (New),https://www.shl.com/solutions/products/product-catalog/view/general-diseases-new/,"Multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs used to relieve pain.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 5
Geoinformatics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoinformatics-engineering-new/,"Multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, GIS and drilling Engineering.","Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level, Graduate,","English (USA),",Approximate Completion Time in minutes = 10
Geoscience Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoscience-engineering-new/,"Multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying.","Mid-Professional, Professional Individual Contributor, Graduate,","English (USA),",Approximate Completion Time in minutes = 8
GIT (New),https://www.shl.com/solutions/products/product-catalog/view/git-new/,Multi-choice test that measures the knowledge of how to use GIT for version control.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13
Global Skills Assessment,https://www.shl.com/solutions/products/product-catalog/view/global-skills-assessment/,The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most discrete level of SHL’s Universal Competency Framework (UCF). The GSA measures self-reported behaviors an individual currently engages in. A person’s skills (sets of behavior) are malleable and may change over time. SHL utilizes GSA scores to understand what the participant reports they can do today.,,"Indonesian, Italian, Swedish, Thai, Portuguese (Brazil), French (Canada), Chinese Simplified, Danish, Finnish, French, German, English International, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Romanian, Spanish, Vietnamese, Chinese Traditional, Arabic, English (USA), Dutch, Portuguese, Turkish,",Approximate Completion Time in minutes = 16
Graduate Scenarios,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios/,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Graduate Scenarios Narrative Report: A participant focused report that contains; - Graduate Scenarios profile - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Manager, Mid-Professional, Professional Individual Contributor, Graduate,","English International,",Approximate Completion Time in minutes = Untimed
